Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,lat,lng,Dominant Pollutant
Thailand,Sawankhalok,73,Moderate,0,Good,23,Good,0,Good,73,Moderate,17.3099,99.8263,PM2.5 AQI Value
Germany,Ottweiler,52,Moderate,1,Good,30,Good,3,Good,52,Moderate,49.3667,7.1667,PM2.5 AQI Value
Brazil,Palmeira,29,Good,0,Good,15,Good,0,Good,29,Good,-25.4289,-50.0058,PM2.5 AQI Value
Romania,Pantelimon,50,Good,1,Good,37,Good,4,Good,50,Good,44.45,26.2,PM2.5 AQI Value
United States of America,Park Forest,53,Moderate,2,Good,32,Good,9,Good,53,Moderate,41.4817,-87.6867,PM2.5 AQI Value
Brazil,Pato Branco,17,Good,1,Good,17,Good,0,Good,13,Good,-26.2289,-52.6708,Ozone AQI Value
Indonesia,Payakumbuh,61,Moderate,1,Good,25,Good,0,Good,61,Moderate,-0.2333,100.6333,PM2.5 AQI Value
United States of America,Pflugerville,29,Good,1,Good,20,Good,2,Good,29,Good,30.4515,-97.6018,PM2.5 AQI Value
Italy,Polistena,59,Moderate,1,Good,43,Good,3,Good,59,Moderate,38.4,16.0667,PM2.5 AQI Value
Japan,Shiojiri,42,Good,1,Good,42,Good,0,Good,10,Good,36.115,137.9534,Ozone AQI Value
India,Sikandarpur,186,Unhealthy,5,Good,182,Unhealthy,1,Good,186,Unhealthy,25.3256,86.5051,PM2.5 AQI Value
India,Sikandarpur,186,Unhealthy,5,Good,182,Unhealthy,1,Good,186,Unhealthy,26.0333,84.05,PM2.5 AQI Value
Colombia,Sincelejo,62,Moderate,2,Good,1,Good,8,Good,62,Moderate,9.295,-75.3961,PM2.5 AQI Value
India,Sirsi,54,Moderate,0,Good,24,Good,0,Good,54,Moderate,28.64,78.64,PM2.5 AQI Value
India,Sirsi,54,Moderate,0,Good,24,Good,0,Good,54,Moderate,14.6195,74.8354,PM2.5 AQI Value
United States of America,Smyrna,70,Moderate,1,Good,28,Good,5,Good,70,Moderate,33.8633,-84.5168,PM2.5 AQI Value
United States of America,Smyrna,70,Moderate,1,Good,28,Good,5,Good,70,Moderate,35.9687,-86.5264,PM2.5 AQI Value
United States of America,Smyrna,70,Moderate,1,Good,28,Good,5,Good,70,Moderate,39.2935,-75.6083,PM2.5 AQI Value
Madagascar,Soavinandriana,44,Good,1,Good,21,Good,0,Good,44,Good,-19.1667,46.7333,PM2.5 AQI Value
United States of America,Solana Beach,66,Moderate,2,Good,7,Good,24,Good,66,Moderate,32.9943,-117.2574,PM2.5 AQI Value
nan,Swampscott,29,Good,1,Good,27,Good,6,Good,29,Good,42.4757,-70.9068,PM2.5 AQI Value
United States of America,Swansea,34,Good,1,Good,24,Good,8,Good,34,Good,41.7571,-71.212,PM2.5 AQI Value
United States of America,Swansea,34,Good,1,Good,24,Good,8,Good,34,Good,38.5507,-89.9858,PM2.5 AQI Value
United Kingdom of Great Britain and Northern Ireland,Swindon,50,Good,1,Good,21,Good,6,Good,50,Good,51.56,-1.78,PM2.5 AQI Value
Canada,Sylvan Lake,39,Good,1,Good,39,Good,0,Good,10,Good,52.3083,-114.0964,Ozone AQI Value
United States of America,Syosset,69,Moderate,2,Good,13,Good,24,Good,69,Moderate,40.8157,-73.502,PM2.5 AQI Value
Japan,Takarazuka,42,Good,1,Good,42,Good,2,Good,19,Good,34.8114,135.3406,Ozone AQI Value
Japan,Takeo,49,Good,1,Good,49,Good,0,Good,36,Good,10.9833,104.7833,Ozone AQI Value
Japan,Taketa,50,Good,1,Good,50,Good,0,Good,34,Good,32.9667,131.4,Ozone AQI Value
Brazil,Nova Granada,37,Good,1,Good,9,Good,2,Good,37,Good,-20.5339,-49.3139,PM2.5 AQI Value
Germany,Oberhausen,42,Good,1,Good,30,Good,2,Good,42,Good,51.4967,6.8706,PM2.5 AQI Value
United States of America,South Milwaukee,59,Moderate,2,Good,13,Good,25,Good,59,Moderate,42.912,-87.8627,PM2.5 AQI Value
nan,Stavanger,29,Good,0,Good,29,Good,0,Good,14,Good,58.97,5.7314,Ozone AQI Value
India,Kannod,150,Unhealthy,1,Good,42,Good,0,Good,150,Unhealthy,22.6676,76.7429,PM2.5 AQI Value
Austria,Kapfenberg,61,Moderate,1,Good,36,Good,0,Good,61,Moderate,47.4394,15.2894,PM2.5 AQI Value
Zambia,Kapiri Mposhi,33,Good,1,Good,17,Good,0,Good,33,Good,-13.9772,28.6847,PM2.5 AQI Value
Bulgaria,Karlovo,66,Moderate,1,Good,41,Good,0,Good,66,Moderate,42.6436,24.8072,PM2.5 AQI Value
Burundi,Karuzi,45,Good,1,Good,20,Good,0,Good,45,Good,-3.1,30.1667,PM2.5 AQI Value
Sweden,Katrineholm,31,Good,1,Good,31,Good,0,Good,11,Good,59.0,16.2,Ozone AQI Value
Kazakhstan,Semey,42,Good,1,Good,42,Good,0,Good,15,Good,50.4333,80.2667,Ozone AQI Value
United States of America,Shakopee,55,Moderate,1,Good,33,Good,5,Good,55,Moderate,44.7745,-93.4772,PM2.5 AQI Value
Brazil,Sarandi,45,Good,1,Good,5,Good,3,Good,45,Good,-27.9439,-52.9228,PM2.5 AQI Value
Romania,Reghin,45,Good,1,Good,40,Good,0,Good,45,Good,46.7758,24.7083,PM2.5 AQI Value
Republic of North Macedonia,Resen,80,Moderate,1,Good,45,Good,1,Good,80,Moderate,41.0893,21.0109,PM2.5 AQI Value
Guatemala,Retalhuleu,100,Unhealthy for Sensitive Groups,3,Good,10,Good,10,Good,100,Unhealthy for Sensitive Groups,14.5333,-91.6833,PM2.5 AQI Value
South Africa,Robertson,160,Unhealthy,9,Good,5,Good,5,Good,160,Unhealthy,-33.8,19.8833,PM2.5 AQI Value
Ukraine,Romny,59,Moderate,1,Good,32,Good,0,Good,59,Moderate,50.7428,33.4879,PM2.5 AQI Value
France,Provins,56,Moderate,1,Good,30,Good,2,Good,56,Moderate,48.5589,3.2994,PM2.5 AQI Value
Argentina,Punta Alta,20,Good,0,Good,20,Good,0,Good,5,Good,-38.88,-62.075,Ozone AQI Value
Democratic Republic of the Congo,Lubumbashi,71,Moderate,1,Good,25,Good,1,Good,71,Moderate,-11.6647,27.4794,PM2.5 AQI Value
China,Mabai,70,Moderate,2,Good,70,Moderate,0,Good,60,Moderate,23.0188,104.3929,Ozone AQI Value
United States of America,North Mankato,59,Moderate,1,Good,36,Good,3,Good,59,Moderate,44.181,-94.0391,PM2.5 AQI Value
United Kingdom of Great Britain and Northern Ireland,North Shields,32,Good,0,Good,32,Good,1,Good,13,Good,55.0097,-1.4448,Ozone AQI Value
United States of America,Northport,63,Moderate,2,Good,19,Good,16,Good,63,Moderate,33.2586,-87.5993,PM2.5 AQI Value
United States of America,Nutley,72,Moderate,2,Good,20,Good,18,Good,72,Moderate,40.8192,-74.1571,PM2.5 AQI Value
Mexico,Navolato,68,Moderate,1,Good,24,Good,3,Good,68,Moderate,24.7656,-107.7019,PM2.5 AQI Value
Zambia,Nchelenge,59,Moderate,1,Good,24,Good,0,Good,59,Moderate,-9.3533,28.7403,PM2.5 AQI Value
Russian Federation,Nikolsk,57,Moderate,1,Good,36,Good,0,Good,57,Moderate,53.7167,46.0667,PM2.5 AQI Value
United States of America,Morton Grove,63,Moderate,2,Good,10,Good,22,Good,63,Moderate,42.0423,-87.789,PM2.5 AQI Value
China,Mianyang,71,Moderate,2,Good,71,Moderate,2,Good,62,Moderate,31.4669,104.7385,Ozone AQI Value
United States of America,Mishawaka,68,Moderate,2,Good,29,Good,8,Good,68,Moderate,41.6742,-86.1666,PM2.5 AQI Value
Poland,Mogilno,44,Good,1,Good,34,Good,1,Good,44,Good,52.65,17.95,PM2.5 AQI Value
Japan,Moka,59,Moderate,1,Good,59,Moderate,1,Good,54,Moderate,15.238,77.0599,Ozone AQI Value
Japan,Moka,59,Moderate,1,Good,59,Moderate,1,Good,54,Moderate,-20.219,57.496,Ozone AQI Value
France,Montesson,70,Moderate,2,Good,28,Good,5,Good,70,Moderate,48.9086,2.1494,PM2.5 AQI Value
United States of America,Indiana,85,Moderate,2,Good,9,Good,33,Good,85,Moderate,40.622,-79.1552,PM2.5 AQI Value
Japan,Ino,34,Good,0,Good,34,Good,0,Good,13,Good,33.5487,133.4278,Ozone AQI Value
Brazil,Itabuna,50,Good,1,Good,9,Good,3,Good,50,Good,-14.7858,-39.28,PM2.5 AQI Value
Brazil,Jaguaruana,25,Good,0,Good,14,Good,0,Good,25,Good,-4.8339,-37.7808,PM2.5 AQI Value
India,Kakching,36,Good,1,Good,17,Good,0,Good,36,Good,24.6085,94.0029,PM2.5 AQI Value
Democratic Republic of the Congo,Kindu,160,Unhealthy,6,Good,43,Good,1,Good,160,Unhealthy,-2.95,25.95,PM2.5 AQI Value
Japan,Kitakami,47,Good,1,Good,44,Good,2,Good,47,Good,39.2867,141.1132,PM2.5 AQI Value
Kenya,Kitui,45,Good,1,Good,20,Good,0,Good,45,Good,-1.3667,38.0167,PM2.5 AQI Value
South Africa,Knysna,45,Good,1,Good,15,Good,1,Good,45,Good,-34.0356,23.0489,PM2.5 AQI Value
Russian Federation,Korsakov,27,Good,1,Good,27,Good,0,Good,20,Good,46.6333,142.7667,Ozone AQI Value
Colombia,Pasto,19,Good,0,Good,8,Good,1,Good,19,Good,1.2078,-77.2772,PM2.5 AQI Value
Brazil,Pedra,25,Good,0,Good,11,Good,1,Good,25,Good,-8.5006,-36.9456,PM2.5 AQI Value
Thailand,Phak Hai,54,Moderate,1,Good,25,Good,1,Good,54,Moderate,14.4626,100.3667,PM2.5 AQI Value
Thailand,Phanat Nikhom,53,Moderate,1,Good,18,Good,1,Good,53,Moderate,13.4458,101.1844,PM2.5 AQI Value
United States of America,Omaha,43,Good,1,Good,40,Good,4,Good,43,Good,41.2627,-96.0529,PM2.5 AQI Value
Italy,Orbetello,63,Moderate,1,Good,47,Good,0,Good,63,Moderate,42.4394,11.2125,PM2.5 AQI Value
Russian Federation,Ostrov,34,Good,1,Good,34,Good,0,Good,34,Good,57.35,28.35,Ozone AQI Value
Russian Federation,Ostrov,34,Good,1,Good,34,Good,0,Good,34,Good,50.306,12.9392,Ozone AQI Value
United States of America,Owatonna,58,Moderate,1,Good,35,Good,3,Good,58,Moderate,44.0912,-93.2312,PM2.5 AQI Value
Netherlands,Drimmelen,40,Good,1,Good,31,Good,5,Good,40,Good,51.6833,4.8,PM2.5 AQI Value
United States of America,Dyer,65,Moderate,2,Good,23,Good,13,Good,65,Moderate,41.4977,-87.509,PM2.5 AQI Value
United States of America,East Orange,68,Moderate,2,Good,21,Good,16,Good,68,Moderate,40.7651,-74.2117,PM2.5 AQI Value
United Kingdom of Great Britain and Northern Ireland,East Retford,35,Good,1,Good,35,Good,3,Good,15,Good,53.3228,-0.9431,Ozone AQI Value
United States of America,El Mirage,66,Moderate,1,Good,8,Good,18,Good,66,Moderate,33.5905,-112.3271,PM2.5 AQI Value
Germany,Frankenthal,71,Moderate,2,Good,25,Good,6,Good,71,Moderate,49.5333,8.35,PM2.5 AQI Value
Italy,Fucecchio,63,Moderate,1,Good,41,Good,3,Good,63,Moderate,43.7333,10.8,PM2.5 AQI Value
Italy,Gallarate,68,Moderate,1,Good,36,Good,2,Good,68,Moderate,45.6649,8.7914,PM2.5 AQI Value
Italy,Gardone Val Trompia,74,Moderate,1,Good,30,Good,3,Good,74,Moderate,45.6833,10.1833,PM2.5 AQI Value
United States of America,Garfield,72,Moderate,2,Good,19,Good,18,Good,72,Moderate,40.8791,-74.1085,PM2.5 AQI Value
France,Gien,39,Good,1,Good,31,Good,2,Good,39,Good,47.6981,2.625,PM2.5 AQI Value
Spain,Erandio,55,Moderate,1,Good,16,Good,4,Good,55,Moderate,43.3047,-2.9731,PM2.5 AQI Value
Mexico,Felipe Carrillo Puerto,86,Moderate,1,Good,25,Good,0,Good,86,Moderate,19.5786,-88.0453,PM2.5 AQI Value
United States of America,Fort Lauderdale,61,Moderate,1,Good,19,Good,11,Good,61,Moderate,26.1412,-80.1464,PM2.5 AQI Value
Poland,Gubin,67,Moderate,1,Good,38,Good,2,Good,67,Moderate,51.95,14.7167,PM2.5 AQI Value
Germany,Hammelburg,62,Moderate,1,Good,36,Good,3,Good,62,Moderate,50.1167,9.9,PM2.5 AQI Value
United States of America,Harwich,37,Good,1,Good,37,Good,3,Good,15,Good,51.934,1.266,Ozone AQI Value
United States of America,Harwich,37,Good,1,Good,37,Good,3,Good,15,Good,41.6957,-70.0684,Ozone AQI Value
Belgium,Herentals,62,Moderate,1,Good,23,Good,8,Good,62,Moderate,51.1833,4.8333,PM2.5 AQI Value
China,Hohhot,64,Moderate,1,Good,44,Good,2,Good,64,Moderate,40.8151,111.6629,PM2.5 AQI Value
Germany,Holzgerlingen,61,Moderate,1,Good,37,Good,2,Good,61,Moderate,48.6392,9.0108,PM2.5 AQI Value
Angola,Huambo,28,Good,1,Good,21,Good,0,Good,28,Good,-12.7767,15.7347,PM2.5 AQI Value
Canada,Dawson Creek,62,Moderate,2,Good,32,Good,0,Good,62,Moderate,55.7606,-120.2356,PM2.5 AQI Value
China,Daye,76,Moderate,3,Good,52,Moderate,4,Good,76,Moderate,30.1003,114.9699,PM2.5 AQI Value
India,Dirba,178,Unhealthy,4,Good,178,Unhealthy,1,Good,168,Unhealthy,30.07,75.98,Ozone AQI Value
Brazil,Dois Vizinhos,45,Good,1,Good,4,Good,3,Good,45,Good,-25.75,-53.0569,PM2.5 AQI Value
Brazil,Pirapora,46,Good,1,Good,2,Good,3,Good,46,Good,-17.3478,-44.9436,PM2.5 AQI Value
Sri Lanka,Point Pedro,56,Moderate,0,Good,30,Good,0,Good,56,Moderate,9.8167,80.2333,PM2.5 AQI Value
United Kingdom of Great Britain and Northern Ireland,Dawlish,37,Good,1,Good,31,Good,1,Good,37,Good,50.581,-3.466,PM2.5 AQI Value
United States of America,Delano,46,Good,1,Good,24,Good,3,Good,46,Good,35.7662,-119.2635,PM2.5 AQI Value
Russian Federation,Derbent,44,Good,1,Good,35,Good,0,Good,44,Good,42.05,48.3,PM2.5 AQI Value
India,Dergaon,97,Moderate,4,Good,13,Good,7,Good,97,Moderate,26.7,93.9667,PM2.5 AQI Value
India,Dhamtari,154,Unhealthy,2,Good,49,Good,1,Good,154,Unhealthy,20.71,81.55,PM2.5 AQI Value
United States of America,Dumont,53,Moderate,1,Good,46,Good,3,Good,53,Moderate,40.9452,-73.9923,PM2.5 AQI Value
United States of America,Dumont,53,Moderate,1,Good,46,Good,3,Good,53,Moderate,-21.2364,-47.9733,PM2.5 AQI Value
United States of America,East Providence,51,Moderate,1,Good,44,Good,2,Good,51,Moderate,41.8065,-71.3565,PM2.5 AQI Value
United States of America,Naples,31,Good,0,Good,31,Good,0,Good,24,Good,40.8333,14.25,Ozone AQI Value
United States of America,Naples,31,Good,0,Good,31,Good,0,Good,24,Good,26.1504,-81.7936,Ozone AQI Value
Russian Federation,Neftegorsk,45,Good,1,Good,45,Good,0,Good,10,Good,52.8,51.1667,Ozone AQI Value
nan,Nesoddtangen,43,Good,1,Good,43,Good,0,Good,14,Good,59.8086,10.6556,Ozone AQI Value
Japan,Nichinan,41,Good,1,Good,41,Good,2,Good,35,Good,31.6022,131.38,Ozone AQI Value
Finland,Nivala,33,Good,1,Good,33,Good,0,Good,2,Good,63.925,24.975,Ozone AQI Value
United States of America,Norton Shores,50,Good,1,Good,28,Good,1,Good,50,Good,43.1621,-86.2519,PM2.5 AQI Value
Slovenia,Novo Mesto,75,Moderate,1,Good,48,Good,0,Good,75,Moderate,45.8,15.1667,PM2.5 AQI Value
United States of America,Oak Forest,56,Moderate,1,Good,34,Good,4,Good,56,Moderate,41.6054,-87.7527,PM2.5 AQI Value
Japan,Ogawa,82,Moderate,2,Good,11,Good,18,Good,82,Moderate,36.0567,139.2618,PM2.5 AQI Value
Japan,Okegawa,89,Moderate,2,Good,19,Good,23,Good,89,Moderate,36.0057,139.5427,PM2.5 AQI Value
Poland,Rumia,35,Good,1,Good,35,Good,0,Good,24,Good,54.5667,18.4,Ozone AQI Value
United States of America,Sachse,71,Moderate,2,Good,27,Good,6,Good,71,Moderate,32.9726,-96.5793,PM2.5 AQI Value
Mexico,Salvatierra,57,Moderate,1,Good,31,Good,1,Good,57,Moderate,20.2156,-100.8961,PM2.5 AQI Value
Peru,Santa,41,Good,0,Good,19,Good,0,Good,41,Good,17.486,120.4344,PM2.5 AQI Value
United States of America,Reidsville,47,Good,1,Good,47,Good,0,Good,20,Good,36.3376,-79.6725,Ozone AQI Value
Mexico,Acala,112,Unhealthy for Sensitive Groups,3,Good,4,Good,7,Good,112,Unhealthy for Sensitive Groups,16.5533,-92.8069,PM2.5 AQI Value
Japan,Akishima,62,Moderate,1,Good,48,Good,1,Good,62,Moderate,35.7057,139.3535,PM2.5 AQI Value
Malaysia,Alor Setar,55,Moderate,1,Good,35,Good,0,Good,55,Moderate,6.1183,100.3694,PM2.5 AQI Value
Mexico,Ameca,50,Good,1,Good,14,Good,2,Good,50,Good,20.5486,-104.0431,PM2.5 AQI Value
Japan,Arai,65,Moderate,2,Good,52,Moderate,2,Good,65,Moderate,34.6833,137.5667,PM2.5 AQI Value
Italy,Arcola,50,Good,1,Good,37,Good,3,Good,50,Good,44.1167,9.9,PM2.5 AQI Value
Italy,Argenta,64,Moderate,1,Good,47,Good,1,Good,64,Moderate,44.6153,11.8333,PM2.5 AQI Value
India,Alwaye,83,Moderate,1,Good,25,Good,1,Good,83,Moderate,10.1167,76.35,PM2.5 AQI Value
Brazil,Arcos,40,Good,1,Good,9,Good,1,Good,40,Good,-20.2914,-45.5397,PM2.5 AQI Value
United States of America,Arecibo,74,Moderate,0,Good,23,Good,0,Good,74,Moderate,18.4491,-66.7387,PM2.5 AQI Value
Italy,Angri,56,Moderate,1,Good,47,Good,3,Good,56,Moderate,40.7333,14.5667,PM2.5 AQI Value
United Kingdom of Great Britain and Northern Ireland,Arbroath,27,Good,0,Good,27,Good,1,Good,11,Good,56.561,-2.586,Ozone AQI Value
Russian Federation,Arzgir,34,Good,1,Good,34,Good,0,Good,32,Good,45.3694,44.2281,Ozone AQI Value
Brazil,Atalaia,27,Good,0,Good,17,Good,1,Good,27,Good,-9.5019,-36.0228,PM2.5 AQI Value
Nigeria,Awka,154,Unhealthy,8,Good,30,Good,5,Good,154,Unhealthy,6.2,7.0667,PM2.5 AQI Value
Brazil,Bacabal,53,Moderate,1,Good,1,Good,2,Good,53,Moderate,-4.225,-44.78,PM2.5 AQI Value
Germany,Bad Driburg,40,Good,1,Good,36,Good,1,Good,40,Good,51.7333,9.0167,PM2.5 AQI Value
Pakistan,Lalian,173,Unhealthy,2,Good,128,Unhealthy for Sensitive Groups,1,Good,173,Unhealthy,31.8253,72.8027,PM2.5 AQI Value
Cyprus,Larnaca,50,Good,1,Good,50,Good,0,Good,37,Good,34.9167,33.6333,Ozone AQI Value
Cuba,Las Tunas,53,Moderate,1,Good,20,Good,2,Good,53,Moderate,20.9597,-76.9544,PM2.5 AQI Value
United States of America,Lawton,81,Moderate,1,Good,24,Good,2,Good,81,Moderate,34.6175,-98.4202,PM2.5 AQI Value
Germany,Leimen,54,Moderate,1,Good,35,Good,4,Good,54,Moderate,49.3481,8.6911,PM2.5 AQI Value
India,Kandi,150,Unhealthy,3,Good,150,Unhealthy,2,Good,103,Unhealthy for Sensitive Groups,11.1286,2.9369,Ozone AQI Value
Australia,Katherine,18,Good,0,Good,18,Good,0,Good,11,Good,-14.4667,132.2667,Ozone AQI Value
Pakistan,Khuzdar,151,Unhealthy,0,Good,43,Good,0,Good,151,Unhealthy,27.8,66.6167,PM2.5 AQI Value
United Kingdom of Great Britain and Northern Ireland,Kilwinning,27,Good,1,Good,27,Good,2,Good,26,Good,55.655,-4.703,Ozone AQI Value
Zimbabwe,Kwekwe,37,Good,1,Good,18,Good,0,Good,37,Good,-18.9167,29.8167,PM2.5 AQI Value
United States of America,Laguna Niguel,55,Moderate,2,Good,18,Good,14,Good,55,Moderate,33.5275,-117.705,PM2.5 AQI Value
United States of America,East Longmeadow,57,Moderate,1,Good,22,Good,10,Good,57,Moderate,42.0597,-72.499,PM2.5 AQI Value
Nigeria,Ede,74,Moderate,2,Good,21,Good,2,Good,74,Moderate,7.7389,4.4361,PM2.5 AQI Value
Nigeria,Ede,74,Moderate,2,Good,21,Good,2,Good,74,Moderate,52.05,5.6667,PM2.5 AQI Value
Turkey,Edremit,58,Moderate,1,Good,38,Good,0,Good,58,Moderate,39.5922,27.02,PM2.5 AQI Value
Germany,Marienberg,53,Moderate,1,Good,47,Good,0,Good,53,Moderate,50.6333,13.15,PM2.5 AQI Value
United States of America,Marion,48,Good,1,Good,38,Good,1,Good,48,Good,42.0451,-91.585,PM2.5 AQI Value
United States of America,Marion,48,Good,1,Good,38,Good,1,Good,48,Good,40.5973,-83.1227,PM2.5 AQI Value
United States of America,Marion,48,Good,1,Good,38,Good,1,Good,48,Good,40.5497,-85.6604,PM2.5 AQI Value
United States of America,Marion,48,Good,1,Good,38,Good,1,Good,48,Good,37.7345,-88.942,PM2.5 AQI Value
United States of America,Marion,48,Good,1,Good,38,Good,1,Good,48,Good,35.2035,-90.2059,PM2.5 AQI Value
United States of America,Middleton,56,Moderate,1,Good,34,Good,1,Good,56,Moderate,53.555,-2.187,PM2.5 AQI Value
United States of America,Middleton,56,Moderate,1,Good,34,Good,1,Good,56,Moderate,43.1064,-89.5059,PM2.5 AQI Value
United States of America,Middleton,56,Moderate,1,Good,34,Good,1,Good,56,Moderate,42.6043,-71.0164,PM2.5 AQI Value
United States of America,Middleton,56,Moderate,1,Good,34,Good,1,Good,56,Moderate,43.7113,-116.6157,PM2.5 AQI Value
India,Mihona,171,Unhealthy,4,Good,101,Unhealthy for Sensitive Groups,4,Good,171,Unhealthy,26.2837,78.9805,PM2.5 AQI Value
Uganda,Mityana,90,Moderate,2,Good,14,Good,1,Good,90,Moderate,0.4006,32.0422,PM2.5 AQI Value
France,Montmorency,68,Moderate,1,Good,45,Good,1,Good,68,Moderate,48.9906,2.3228,PM2.5 AQI Value
United States of America,Moultrie,74,Moderate,1,Good,74,Moderate,1,Good,37,Good,31.1591,-83.7708,Ozone AQI Value
India,Multai,162,Unhealthy,2,Good,14,Good,9,Good,162,Unhealthy,21.77,78.25,PM2.5 AQI Value
India,Naduvattam,78,Moderate,2,Good,17,Good,4,Good,78,Moderate,11.4808,76.5437,PM2.5 AQI Value
Croatia,Zagreb,75,Moderate,1,Good,67,Moderate,0,Good,75,Moderate,45.8167,15.9833,PM2.5 AQI Value
Germany,Zittau,55,Moderate,1,Good,43,Good,1,Good,55,Moderate,50.8961,14.8072,PM2.5 AQI Value
Italy,Zola Predosa,59,Moderate,1,Good,59,Moderate,0,Good,57,Moderate,44.4883,11.2181,Ozone AQI Value
Japan,Zushi,67,Moderate,1,Good,39,Good,7,Good,67,Moderate,35.2833,139.5833,PM2.5 AQI Value
United States of America,Yonkers,54,Moderate,1,Good,39,Good,5,Good,54,Moderate,40.9466,-73.8673,PM2.5 AQI Value
Ukraine,Yuzhne,48,Good,1,Good,35,Good,0,Good,48,Good,46.63,31.1,PM2.5 AQI Value
Serbia,Gornji Milanovac,59,Moderate,1,Good,39,Good,0,Good,59,Moderate,44.0212,20.456,PM2.5 AQI Value
United Kingdom of Great Britain and Northern Ireland,Greenock,57,Moderate,1,Good,24,Good,3,Good,57,Moderate,55.95,-4.765,PM2.5 AQI Value
France,Grigny,73,Moderate,2,Good,20,Good,6,Good,73,Moderate,48.6562,2.3849,PM2.5 AQI Value
France,Grigny,73,Moderate,2,Good,20,Good,6,Good,73,Moderate,45.6083,4.7897,PM2.5 AQI Value
Italy,Grottammare,59,Moderate,2,Good,35,Good,8,Good,59,Moderate,42.9897,13.8658,PM2.5 AQI Value
Uzbekistan,Gurlan,60,Moderate,1,Good,44,Good,0,Good,60,Moderate,41.85,60.4,PM2.5 AQI Value
United States of America,Haddonfield,70,Moderate,1,Good,38,Good,5,Good,70,Moderate,39.8955,-75.0346,PM2.5 AQI Value
China,Hanzhong,112,Unhealthy for Sensitive Groups,2,Good,112,Unhealthy for Sensitive Groups,0,Good,76,Moderate,33.0794,107.026,Ozone AQI Value
United States of America,Hemet,55,Moderate,2,Good,13,Good,12,Good,55,Moderate,33.7341,-116.9969,PM2.5 AQI Value
Germany,Hoyerswerda,80,Moderate,1,Good,36,Good,2,Good,80,Moderate,51.4333,14.25,PM2.5 AQI Value
Peru,Huaral,137,Unhealthy for Sensitive Groups,4,Good,11,Good,10,Good,137,Unhealthy for Sensitive Groups,-11.5,-77.2,PM2.5 AQI Value
China,Hunchun,35,Good,1,Good,35,Good,0,Good,21,Good,42.8679,130.3585,Ozone AQI Value
nan,Iguape,76,Moderate,4,Good,6,Good,3,Good,76,Moderate,-24.7081,-47.5553,PM2.5 AQI Value
Denmark,Herning,32,Good,0,Good,32,Good,0,Good,24,Good,56.1333,8.9833,Ozone AQI Value
Mexico,Hidalgo,78,Moderate,1,Good,22,Good,0,Good,78,Moderate,26.109,-98.2464,PM2.5 AQI Value
Pakistan,Kharian,158,Unhealthy,3,Good,146,Unhealthy for Sensitive Groups,0,Good,158,Unhealthy,32.811,73.865,PM2.5 AQI Value
United Republic of Tanzania,Kibaha,42,Good,1,Good,19,Good,0,Good,42,Good,-6.7667,38.9167,PM2.5 AQI Value
United States of America,Kilgore,51,Moderate,1,Good,19,Good,14,Good,51,Moderate,32.398,-94.8602,PM2.5 AQI Value
Democratic Republic of the Congo,Kinshasa,216,Very Unhealthy,21,Good,105,Unhealthy for Sensitive Groups,7,Good,216,Very Unhealthy,-4.325,15.3222,PM2.5 AQI Value
United Kingdom of Great Britain and Northern Ireland,Kirkby,34,Good,1,Good,34,Good,3,Good,21,Good,53.48,-2.89,Ozone AQI Value
Japan,Kitamoto,60,Moderate,1,Good,48,Good,2,Good,60,Moderate,36.0269,139.5302,PM2.5 AQI Value
Sri Lanka,Kolonnawa,71,Moderate,0,Good,23,Good,1,Good,71,Moderate,6.9283,79.895,PM2.5 AQI Value
Russian Federation,Kostomuksha,32,Good,1,Good,32,Good,0,Good,10,Good,64.5833,30.6,Ozone AQI Value
Russian Federation,Shchuchye,35,Good,1,Good,35,Good,0,Good,18,Good,55.2167,62.75,Ozone AQI Value
Turkey,Simav,50,Good,1,Good,49,Good,0,Good,50,Good,39.0833,28.9833,PM2.5 AQI Value
Uganda,Sironko,78,Moderate,2,Good,18,Good,1,Good,78,Moderate,1.2306,34.2481,PM2.5 AQI Value
Netherlands,Werkendam,38,Good,1,Good,38,Good,1,Good,35,Good,51.8,4.9,Ozone AQI Value
United States of America,West Babylon,63,Moderate,2,Good,38,Good,9,Good,63,Moderate,40.7129,-73.3585,PM2.5 AQI Value
United States of America,West Puente Valley,154,Unhealthy,4,Good,13,Good,25,Good,154,Unhealthy,34.0513,-117.9681,PM2.5 AQI Value
United States of America,West Sacramento,45,Good,1,Good,29,Good,5,Good,45,Good,38.5557,-121.5505,PM2.5 AQI Value
Germany,Winnenden,65,Moderate,1,Good,56,Moderate,0,Good,65,Moderate,48.8764,9.3978,PM2.5 AQI Value
Poland,Wronki,42,Good,1,Good,42,Good,0,Good,25,Good,52.7,16.3833,Ozone AQI Value
Sweden,Visby,36,Good,1,Good,36,Good,0,Good,13,Good,57.629,18.3071,Ozone AQI Value
Germany,Voerde,54,Moderate,1,Good,40,Good,1,Good,54,Moderate,51.6,6.6833,PM2.5 AQI Value
New Zealand,Waitakere,70,Moderate,0,Good,30,Good,0,Good,70,Moderate,-36.85,174.543,PM2.5 AQI Value
